# FRECHET
# genspc	taxon	samples	   llmt	 median	   rrmt	entropy	          a1         mu1      theta1      kappa1         mu2      theta2      kappa2          a2         mu3      theta3      kappa3       rRMSE        AIC         BIC
pythulti	 O_St	 22103	     16	   86.0	   1321	-2.1086	  2.7892e-01 -1.9650e+01  9.3834e+01  1.5087e+00 -2.3182e+02  3.1255e+02  3.0000e+01  2.9419e-04  2.1435e+05  2.1441e+05
pythvexa	 O_St	 22159	     16	   73.7	   1110	-2.0776	  3.7576e-01 -1.6463e+01  8.3528e+01  1.6579e+00 -9.8538e+01  1.6783e+02  2.3558e+01  5.7103e-04  2.1073e+05  2.1079e+05
ramarube	 F_Ba	 112962	     16	   55.7	    313	-1.6498	  1.6218e-01 -2.0073e+01  7.5674e+01  2.3391e+00 -3.2850e+00  5.6126e+01  1.1224e+01  2.0941e-04  8.5810e+05  8.5817e+05
ramavari	 M_Ar	 31985	     32	   89.2	   3551	-2.3875	  6.6668e-01  2.8393e+01  4.2328e+01  3.2435e+00 -7.4867e+01  2.5945e+02  2.5314e+00  3.2283e-01  6.7327e+02  2.0630e+03  1.6585e+00  2.1569e-04  3.5168e+05  3.5177e+05
ramibrev	 F_Fu	 3427	     16	  143.1	   4841	-2.8099	  1.2114e-01  1.3494e+01  1.4035e+01  9.0869e-01 -1.9292e+01  1.2855e+02  1.5010e+00  8.2472e-01  1.0978e+02  2.8438e+02  1.4647e+00  1.6012e-03  4.4274e+04  4.4341e+04
rattnorv	 M_Mm	 207585	     19	 1383.1	 148590	-3.9179	  1.0440e-01  5.5045e+01  3.8691e+01  1.7465e+00 -4.5210e+02  7.0636e+02  5.0485e+00  1.3300e-01 -1.9895e+02  1.6714e+03  1.1192e+00  1.5905e-05  3.7445e+06  3.7446e+06
retifilo	 O_Rh	 59970	     19	   78.7	    276	-2.2380	  1.9542e-01 -1.7449e+02  2.0107e+02  3.0000e+01 -4.6347e+02  5.4152e+02  1.6299e+01  1.2227e-03  6.1678e+05  6.1685e+05
rhabkr30	 M_Ne	 24126	     16	   48.3	   5900	-2.2805	  5.8503e-01 -5.1617e+01  9.3417e+01  2.6806e+01 -5.8040e+01  1.3732e+02  3.7536e+00  1.6260e-01 -5.1566e+00  4.3400e+02  1.4984e+00  2.2108e-04  2.5344e+05  2.5353e+05
rhinroxe	 M_Mm	 197465	     28	 1606.0	 230709	-3.9959	  2.3286e-01  6.4152e+01  7.8023e+01  7.1659e-01 -2.5254e+02  1.7665e+03  1.0660e+00  1.9957e-05  3.6289e+06  3.6290e+06
rhizeric	 F_As	 40703	     16	   56.2	    798	-1.9465	  6.5112e-01  3.1769e+01  1.8651e+01  3.8914e+00 -2.6440e+01  1.0529e+02  2.5128e+00  3.3373e-01  9.5925e+01  3.0173e+02  1.7405e+00  2.7091e-04  3.6479e+05  3.6488e+05
rhizirre	 F_Gl	 71257	     23	   79.4	   1463	-2.0902	  7.0780e-01 -3.2326e+01  1.0519e+02  1.2375e+01 -1.8761e+01  1.1796e+02  1.6042e+00  2.9220e-01 -2.0954e+03  3.6937e+03  7.0782e+00  1.8623e-04  6.8543e+05  6.8553e+05
rhizmicr	 F_Fu	 36264	     17	   54.5	    308	-1.5439	  9.2648e-01 -2.4291e+00  5.4399e+01  1.0853e+01 -2.9995e+00  6.1557e+01  1.6366e+00  4.5105e-04  2.5768e+05  2.5774e+05
rhizoryz	 F_Fu	 39870	     27	   57.4	    489	-1.9218	  6.7308e-01 -1.1020e+02  1.6203e+02  2.9996e+01 -5.9740e+01  1.4593e+02  3.1484e+00  4.8072e-04  3.5248e+05  3.5254e+05
rhizsale	 F_Ba	 83111	     16	   54.1	    797	-1.5836	  8.6232e-01 -9.1970e+00  6.0744e+01  1.4802e+01 -5.0065e+01  1.1221e+02  3.1681e+00  1.2599e-01  5.5975e+01  2.6851e+02  6.3047e-01  3.5674e-04  6.0606e+05  6.0616e+05
rhizsola	 F_Ba	 72521	     41	   54.9	    804	-1.5042	  8.9424e-01 -3.9694e+01  9.2030e+01  2.1837e+01  3.7870e+01  2.6211e+01  8.9696e-01  3.1536e-04  5.0194e+05  5.0200e+05
rhizvini	 F_Fu	 69495	     16	   54.1	    470	-1.5477	  8.9338e-01  3.4443e+00  4.8213e+01  1.1387e+01 -6.5661e+00  7.2102e+01  1.6072e+00  3.0560e-04  4.9524e+05  4.9530e+05
rhodgram	 F_Ba	 31116	     19	   77.3	   1410	-2.0049	  8.8187e-01  3.8259e+01  3.2882e+01  3.0155e+00 -1.1497e+01  1.3184e+02  1.3217e+00  3.1224e-04  2.8724e+05  2.8730e+05
rhodminu	 F_Ba	 37743	     18	   70.3	    424	-1.8913	  8.9787e-01  3.2287e+01  3.2565e+01  3.3267e+00 -8.7648e+01  1.9055e+02  3.0808e+00  2.5553e-04  3.2868e+05  3.2874e+05
rhodprol	 M_In	 75200	     16	  513.0	  18177	-3.3164	  2.3073e-01 -1.7674e+02  2.5767e+02  2.5017e+01  5.9332e+01  7.7650e+01  2.2996e+00  7.8415e-02 -3.4954e+02  9.8699e+02  1.6795e+00  5.0401e-05  1.1520e+06  1.1521e+06
rhodspec	 F_Ba	 35187	     16	   73.9	    654	-1.9605	  8.6060e-01  4.0402e+01  2.8375e+01  2.7799e+00 -1.8309e+01  9.9581e+01  1.7513e+00  3.9310e-04  3.1764e+05  3.1770e+05
rhodtoru	 F_Ba	 42374	     19	   62.3	    306	-1.7284	  8.0085e-01  4.1152e+01  1.7296e+01  3.4219e+00 -4.1209e+01  1.2502e+02  3.6098e+00  8.9279e-04  3.3704e+05  3.3710e+05
rhytrufu	 F_As	 26024	     37	   57.1	    978	-1.8941	  7.0122e-01  4.3867e+00  4.7723e+01  9.9517e+00  8.8679e+00  8.0726e+01  1.6426e+00  4.0625e-04  2.2682e+05  2.2688e+05
ricicomm	 P_Eu	 98524	     21	  169.5	   3422	-2.8543	  3.5892e-01  2.2511e+01  6.9184e+01  4.3981e+00 -1.5079e+02  3.1177e+02  2.9225e+00  3.8587e-01 -2.0374e+02  7.7252e+02  2.5791e+00  6.1995e-05  1.2951e+06  1.2952e+06
rickmell	 F_Ba	 86718	     17	   55.0	    410	-1.5085	  9.0407e-01 -3.0348e+01  8.2972e+01  2.0521e+01 -1.9098e+01  9.1666e+01  1.8976e+00  3.8273e-04  6.0238e+05  6.0245e+05
romaculi	 M_Ne	 133408	     16	  646.7	  12475	-3.4471	  1.2661e-01 -9.4243e+01  1.5088e+02  3.0000e+01 -5.9050e+01  2.7356e+02  1.3380e+00  4.5274e-01 -2.7339e+03  4.2180e+03  4.0608e+00  3.8223e-05  2.1213e+06  2.1214e+06
rousaegy	 M_Mm	 208749	     30	 1299.4	 199593	-3.9207	  1.0109e-01  5.3995e+01  4.1178e+01  1.7844e+00  5.2394e+01  3.6259e+02  9.2941e-01  2.2176e-01 -1.7760e+02  1.5281e+03  1.0341e+00  1.4162e-05  3.7693e+06  3.7694e+06
rozeallo	 F_Cr	 19910	     16	   29.1	  39091	-1.5598	  5.5828e-02 -5.4143e+01  7.5474e+01  2.0445e+01  2.5900e+01  1.0837e+00  4.9923e-01  2.0872e-02  1.3859e+05  1.3864e+05
sacccere	 F_As	 221	     52	  116.3	    994	-2.5490	  5.6039e-01 -2.8000e+02  3.6125e+02  2.1999e+01 -6.3664e+02  8.9977e+02  7.5201e+00  5.0053e-03  2.6235e+03  2.6473e+03
sacckowa	 M_He	 137070	     20	  673.1	  36249	-3.5391	  1.6899e-01  6.8904e+01  7.4607e+01  9.9842e-01 -1.0957e+02  7.0761e+02  1.3158e+00  2.7813e-05  2.2336e+06  2.2337e+06
saccprot	 F_As	 18953	     17	   60.3	    952	-2.0491	  5.8240e-01  3.3273e+01  2.0019e+01  3.6337e+00 -7.0402e+00  8.4103e+01  1.8155e+00  3.7282e-04  1.7884e+05  1.7889e+05
saimboli	 M_Mm	 188169	     30	 1639.4	 238611	-4.0051	  2.3475e-01  6.4465e+01  7.8197e+01  7.0477e-01 -2.5645e+02  1.8055e+03  1.0660e+00  2.0359e-05  3.4658e+06  3.4659e+06
saitcomp	 F_As	 9150	     19	   55.5	    598	-1.6209	  8.3477e-01 -2.7552e+01  8.0414e+01  2.0230e+01 -1.1847e+01  7.9523e+01  1.7092e+00  6.3364e-04  6.8266e+04  6.8316e+04
salipurp	 P_Eu	 170284	     23	  180.9	   4683	-2.8867	  3.7533e-01  3.5014e+01  5.7063e+01  3.4737e+00 -7.8208e+01  2.9763e+02  1.6633e+00  4.9107e-01 -5.1861e+02  1.1456e+03  4.5132e+00  5.2107e-05  2.2627e+06  2.2628e+06
salmsala	 M_Fs	 404053	     16	  443.5	  88932	-3.5509	  6.9617e-01  5.1384e+01  1.3460e+02  9.5744e-01 -5.8978e+02  2.5700e+03  1.2467e+00  1.8173e-05  6.6095e+06  6.6096e+06
salprose	 O_Op	 173393	     21	  223.4	   1291	-2.5343	  7.8754e-02 -7.3529e+01  2.3916e+02  1.5647e+00 -1.5152e+03  1.7146e+03  3.0000e+01  1.3478e-04  2.0219e+06  2.0219e+06
salvmilt	 P_Eu	 4009	     16	  133.4	   3726	-2.7555	  5.3825e-01  3.1067e+01  5.3020e+01  3.3537e+00 -2.8080e+02  6.3605e+02  2.4560e+00  5.5692e-04  5.0884e+04  5.0928e+04
saprdicl	 O_St	 54471	     20	   47.8	    557	-1.4039	  9.5245e-01 -7.0290e+01  1.1586e+02  3.0000e+01  1.1569e+01  5.5605e+01  9.6248e-01  7.7086e-04  3.5043e+05  3.5050e+05
saprpara	 O_St	 58891	     16	   49.0	    553	-1.5236	  1.0952e-01  1.2346e+01  3.4171e+01  1.1090e+00 -7.9108e+01  1.2576e+02  3.0000e+01  7.4986e-04  4.1174e+05  4.1181e+05
sarcharr	 M_Mm	 165881	     30	 1598.0	 165112	-3.9824	  8.0277e-02  6.4390e+01  3.8945e+01  1.3042e+00 -3.0003e+02  5.7356e+02  3.8607e+00  1.1052e-01 -3.0072e+02  1.7933e+03  1.1236e+00  1.6212e-05  3.0498e+06  3.0499e+06
sarcneur	 O_Al	 35950	     16	 1150.0	   5671	-3.5205	  2.1399e-01 -1.4417e+02  3.7335e+02  1.7532e+00 -6.0545e+03  7.1650e+03  1.1126e+01  8.5561e-05  5.8433e+05  5.8439e+05
sarcscab	 M_Ar	 21448	     16	   70.2	   3370	-2.2505	  6.0946e-01  2.2561e+01  3.9895e+01  4.1916e+00 -2.7807e+00  7.8382e+01  1.1568e+00  2.8339e-04  2.2213e+05  2.2219e+05
sarrpurp	 P_Eu	 170418	     16	  180.6	   4629	-2.8851	  3.7772e-01  3.4415e+01  5.7818e+01  3.4842e+00 -8.2077e+01  3.0151e+02  1.6712e+00  4.8331e-01 -5.3108e+02  1.1330e+03  4.5673e+00  5.1537e-05  2.2647e+06  2.2648e+06
schiaggr	 O_St	 2557	     24	  138.8	  25397	-2.7298	  2.6239e-01  1.8906e+01  6.5937e+01  6.6368e-01 -1.9888e+02  2.7842e+02  1.7314e+01  2.3346e-01 -9.8324e+01  2.5370e+02  3.6462e+00  8.8548e-04  3.2132e+04  3.2196e+04
schicomm	 F_Ba	 73976	     16	   53.8	    647	-1.6742	  8.0135e-01  1.6454e+01  3.4426e+01  9.2300e+00 -1.5525e+01  9.7613e+01  1.9154e+00  3.4528e-04  5.7015e+05  5.7022e+05
schicryo	 F_As	 5864	     21	   55.2	    434	-2.0190	  6.1784e-01 -6.0217e+01  1.0706e+02  1.4677e+01 -8.2866e+01  1.5831e+02  3.6571e+00  7.9103e-04  5.4558e+04  5.4604e+04
schicura	 M_Pl	 28390	     18	  984.8	   7861	-3.3883	  1.8985e-01  2.3520e+01  1.1411e+01  2.5078e+00 -3.4988e+01  1.8650e+02  1.4244e+00  1.5486e-01 -2.9743e+03  4.2169e+03  5.3335e+00  9.6787e-05  4.4389e+05  4.4398e+05
schihaem	 M_Pl	 104990	     16	 1705.1	  20321	-3.7468	  1.2100e-01  2.7346e+01  1.1598e+01  9.9978e-01 -1.4471e+03  2.9555e+03  2.5944e+00  7.1192e-05  1.8149e+06  1.8149e+06
schijapa	 M_Pl	 46464	     16	 1307.1	  19677	-3.5844	  2.0089e-01  2.4328e+01  1.1844e+01  1.4502e+00 -1.1512e+03  2.4369e+03  2.3638e+00  1.1509e-04  7.6889e+05  7.6895e+05
schijapo	 F_As	 5369	     20	   56.7	    412	-2.0130	  6.8714e-01 -1.1038e+01  5.8783e+01  7.0059e+00 -7.7625e+01  1.6633e+02  3.8224e+00  9.7972e-04  4.9787e+04  4.9833e+04
schimans	 M_Pl	 74180	     16	 1527.3	  23205	-3.6247	  1.5744e-01  1.2016e+01  2.2557e+01  5.7896e+00 -1.4146e+02  2.4243e+02  4.1847e+00  5.5010e-02 -9.2181e+02  2.4521e+03  2.2115e+00  5.9875e-05  1.2385e+06  1.2386e+06
schimarg	 M_Pl	 23549	     16	 1012.9	  10809	-3.4906	  1.3935e-01  2.4561e+01  1.0767e+01  2.0801e+00 -2.2078e+01  1.5089e+02  1.2247e+00  1.9074e-01 -1.9366e+03  3.1798e+03  3.6889e+00  1.1868e-04  3.7920e+05  3.7929e+05
schimatt	 M_Pl	 27944	     16	 1063.0	   7948	-3.4532	  1.4223e-01 -6.6503e+01  1.0283e+02  1.8281e+01 -1.1294e+01  1.3219e+02  1.3257e+00  1.6436e-01 -2.9766e+03  4.2161e+03  5.3398e+00  1.4968e-04  4.4529e+05  4.4538e+05
schiocto	 F_As	 5504	     26	   54.3	    371	-1.9639	  7.7882e-01 -3.3709e+00  5.0389e+01  6.2607e+00 -2.6474e+02  3.7755e+02  7.2563e+00  1.0333e-03  4.9791e+04  4.9837e+04
schipara	 F_Ba	 108900	     16	   57.5	    372	-1.6399	  8.9040e-01  9.1272e+00  4.5219e+01  8.4071e+00 -3.1963e+01  1.0778e+02  2.3187e+00  1.8901e-04  8.2216e+05  8.2223e+05
schipomb	 F_As	 5241	     30	   56.3	    506	-2.0573	  7.7792e-01  2.1225e+01  2.5958e+01  2.7166e+00 -1.1644e+02  2.3622e+02  3.9647e+00  8.2912e-04  4.9645e+04  4.9690e+04
schirodh	 M_Pl	 29679	     18	  948.6	   7899	-3.3461	  1.9775e-01  1.2053e+01  2.2584e+01  5.4386e+00 -7.4586e+00  1.1225e+02  1.3592e+00  1.5879e-01 -2.9653e+03  4.2179e+03  5.2388e+00  1.1358e-04  4.5837e+05  4.5846e+05
schisoli	 M_Pl	 21242	     16	  717.7	  12997	-3.4858	  8.7161e-02  1.7421e+01  1.6896e+01  3.4183e+00 -1.2025e+01  1.3685e+02  1.1326e+00  4.1025e-01 -2.7563e+03  4.2531e+03  4.0046e+00  1.5238e-04  3.4134e+05  3.4143e+05
schmmedi	 M_Pl	 59648	     20	   61.5	  15709	-2.8256	  4.0098e-01 -3.2671e+01  7.8043e+01  1.8372e+01  1.4579e+01  4.8864e+01  7.6876e-01  3.0566e-01 -2.8212e+03  4.3655e+03  3.6925e+00  1.1330e-04  7.7683e+05  7.7693e+05
sclecitr	 F_Ba	 185854	     16	   58.0	    870	-1.8749	  7.7351e-01  2.9519e+01  2.3462e+01  3.6732e+00 -2.2345e+01  1.0198e+02  2.2989e+00  2.2301e-01  3.9555e+02  2.1873e+03  2.0914e+00  1.5136e-04  1.6029e+06  1.6030e+06
sclescle	 F_As	 25516	     24	   76.9	    909	-2.3517	  3.6563e-02 -5.8654e+01  9.9032e+01  1.2428e+01  4.0966e+01  1.3422e+01  1.5309e+00  5.6957e-01 -2.3945e+02  4.0588e+02  4.3987e+00  4.4222e-04  2.7603e+05  2.7612e+05
sebaverm	 F_Ba	 93925	     16	   53.8	   1905	-1.7599	  8.2591e-01  2.7619e+01  2.2705e+01  4.8673e+00 -3.2141e+02  3.9952e+02  1.0439e+01  1.2742e-01 -2.2607e+02  5.5778e+02  1.6247e+00  1.8396e-04  7.6391e+05  7.6402e+05
selamoel	 P_St	 100247	     16	   59.3	   1262	-2.0173	  6.5301e-01 -8.4870e+01  1.3827e+02  2.1861e+01 -2.9111e+00  8.1665e+01  1.5448e+00  1.3685e-04  9.3113e+05  9.3119e+05
septmusi	 F_As	 18074	     18	   71.9	   1041	-2.1664	  8.2124e-01  4.1815e+01  2.0317e+01  1.3346e+00 -6.7459e+01  1.5018e+02  2.9648e+00  3.1984e-04  1.8033e+05  1.8038e+05
septpopu	 F_As	 10950	     16	   69.6	   1721	-2.2040	  1.4878e-01  3.5503e+00  4.6165e+01  1.2658e+00  4.2362e+01  2.0423e+01  1.2471e+00  4.3658e-04  1.1108e+05  1.1113e+05
sericana	 M_Av	 140435	     23	  883.6	  69485	-3.6944	  9.3498e-02  5.3889e+01  3.8415e+01  1.7825e+00 -1.1222e+02  8.2905e+02  1.1732e+00  2.3527e-05  2.3895e+06  2.3896e+06
serplacr	 F_Ba	 52729	     16	   57.2	    622	-1.7054	  8.4306e-01  9.8703e+00  4.4205e+01  8.5251e+00 -8.5337e+00  7.6260e+01  1.6242e+00  2.9156e-04  4.1394e+05  4.1400e+05
sesaindi	 P_Eu	 124077	     30	  214.7	   4536	-2.9451	  3.7831e-01  3.5833e+01  5.4488e+01  3.2533e+00 -4.8058e+01  2.4960e+02  1.9324e+00  3.1344e-01 -2.9971e+02  9.1674e+02  2.6287e+00  4.9184e-05  1.6828e+06  1.6829e+06
setaital	 P_Mo	 132962	     16	  138.1	   3841	-2.8069	  4.1053e-01 -1.0834e+01  1.0000e+02  7.0245e+00 -5.2815e+01  2.0492e+02  1.6788e+00  3.6036e-01 -4.0476e+02  9.5681e+02  3.0450e+00  6.9648e-05  1.7182e+06  1.7183e+06
setaviri	 P_Mo	 141793	     16	  143.0	   3856	-2.8284	  4.3254e-01  3.1371e+01  5.8271e+01  3.7694e+00 -7.0220e+01  2.2138e+02  1.8225e+00  2.9680e-01 -4.5572e+02  9.9921e+02  2.9830e+00  5.4831e-05  1.8472e+06  1.8473e+06
setoturc	 F_As	 19637	     16	   57.1	   1308	-1.9784	  7.5341e-01  3.8377e+01  1.3578e+01  2.0727e+00 -7.1401e+00  8.5183e+01  1.4253e+00  5.1263e-04  1.7892e+05  1.7897e+05
sistnive	 F_Ba	 58097	     16	   53.5	    445	-1.5184	  8.9516e-01 -4.3045e+00  5.5484e+01  1.3905e+01 -6.8017e+00  7.1044e+01  1.6308e+00  3.7257e-04  4.0622e+05  4.0628e+05
sistsuec	 F_Ba	 76115	     16	   53.7	    279	-1.4739	  9.2551e-01 -2.8351e-01  5.1695e+01  1.2431e+01 -2.1683e+01  8.9839e+01  2.2092e+00  3.2728e-04  5.1657e+05  5.1663e+05
sobobatu	 M_Ne	 28213	     16	  117.2	  10771	-2.9615	  4.1838e-01 -2.4719e+01  7.7707e+01  1.1407e+01 -1.3759e+01  1.0837e+02  1.3034e+00  1.8724e-01 -1.1117e+03  2.3250e+03  2.7338e+00  1.4318e-04  3.8493e+05  3.8502e+05
sodialka	 F_As	 49042	     23	 2617.0	7229327	-4.5431	  3.6892e-01 -7.4679e+02  8.2760e+02  2.8896e+01  2.8900e+01  1.1659e+03  2.0543e-01  1.2479e-04  1.1606e+06  1.1606e+06
solapenn	 P_Eu	 132253	     22	  247.1	   9778	-3.0656	  2.7648e-01 -2.6760e+02  3.5325e+02  3.0000e+01 -1.1932e+02  2.4937e+02  4.5641e+00  2.3092e-01 -2.1613e+02  8.1134e+02  1.8260e+00  4.3169e-05  1.8672e+06  1.8673e+06
solatube	 P_Eu	 93140	     17	  264.0	   7418	-3.0569	  3.4369e-01  1.1514e+01  7.6395e+01  5.2610e+00 -3.7757e+02  5.4510e+02  7.2664e+00  1.7969e-01 -2.8718e+02  9.1344e+02  2.1347e+00  6.0299e-05  1.3103e+06  1.3104e+06
soleinvi	 M_In	 79278	     18	  268.3	 171603	-3.2768	  2.3819e-01 -1.9119e+02  2.6987e+02  2.3171e+01  2.5189e+01  2.6432e+02  7.7509e-01  7.5840e-01 -2.6326e+02  7.8994e+02  1.2711e+00  5.3540e-05  1.1956e+06  1.1957e+06
sorearan	 M_Mm	 162618	     20	 1265.7	 184815	-3.8397	  2.6569e-02  4.0456e+01  5.8470e+01  5.8148e-01  5.5891e+01  3.5156e+01  1.6402e+00  1.3446e-01 -1.4716e+02  1.1044e+03  1.0096e+00  2.4093e-05  2.8918e+06  2.8919e+06
sorgbico	 P_Mo	 131278	     16	  148.5	   6397	-2.8622	  4.9322e-01  3.9489e+01  5.2406e+01  2.8343e+00 -4.2549e+01  2.3479e+02  1.3326e+00  2.2965e-01 -2.9525e+02  8.0300e+02  2.2719e+00  4.8444e-05  1.7304e+06  1.7305e+06
spatflav	 F_As	 24558	     41	   62.9	   1055	-2.1304	  5.2982e-01  3.7123e+00  4.8774e+01  9.8379e+00 -3.6178e+02  4.2903e+02  2.8235e+01  1.7780e-01 -3.9010e+01  1.9008e+02  2.3203e+00  2.6548e-04  2.4094e+05  2.4103e+05
spatpass	 F_As	 1879	     16	  143.1	  25028	-3.0096	  5.9777e-01  3.5036e+00  6.9533e+01  1.0793e+00 -2.2683e+01  7.8422e+01  1.4880e+01  1.0365e-01 -8.2486e+01  5.3995e+02  1.1242e+00  1.0182e-03  2.6076e+04  2.6137e+04
sphaarct	 O_Op	 46306	     21	  456.4	   2943	-3.1309	  6.8050e-01 -6.0586e+02  8.7094e+02  5.3140e+00 -1.7735e+02  8.6641e+02  3.3018e+00  1.0830e-04  6.6833e+05  6.6839e+05
sphastel	 F_Ba	 135151	     16	   55.6	   1297	-1.6495	  8.6461e-01 -8.1440e+01  1.3431e+02  2.8889e+01  7.5464e+00  5.9967e+01  1.0690e+00  1.9461e-04  1.0265e+06  1.0265e+06
spirerin	 M_Pl	 37431	     16	  392.8	   8456	-3.2812	  1.2755e-01 -3.3784e+01  6.9172e+01  1.6725e+01 -9.2094e+00  1.1040e+02  1.5759e+00  4.0637e-01 -2.3458e+03  3.5820e+03  4.1865e+00  1.9363e-04  5.6652e+05  5.6661e+05
spirpoly	 P_Mo	 79443	     16	  176.7	   5769	-2.9584	  3.7427e-01 -7.5553e+01  1.6412e+02  1.1342e+01 -7.8653e+01  2.5910e+02  2.1013e+00  3.5278e-01 -6.0776e+02  1.4633e+03  2.7842e+00  6.6747e-05  1.0821e+06  1.0822e+06
spirsalm	 O_Fo	 5	     43	  203.0	      9	-3.5547	  1.0000e+00  4.2900e+01  1.3853e+01  2.2780e-01  1.7602e-01  5.4920e+01  5.3749e+01
spodfrug	 M_In	 7702	     16	  366.1	  20433	-3.2401	  1.3435e-01  2.1530e+01  6.0212e+01  7.4766e+00 -3.9687e+01  3.6688e+02  1.2808e+00  2.6716e-04  1.1500e+05  1.1505e+05
sporfime	 F_As	 21063	     16	   52.7	    589	-1.7800	  7.3396e-01  3.0580e+01  1.8281e+01  4.6714e+00 -1.7484e+01  9.6033e+01  2.1515e+00  5.3297e-04  1.7261e+05  1.7267e+05
sporlind	 F_Ba	 45249	     30	   39.2	    325	-1.2490	  8.9912e-01  8.6152e+00  2.9048e+01  1.5060e+01 -6.2807e+01  1.5144e+02  8.1615e+00  9.2148e-02 -4.7534e+01  3.1547e+02  1.0661e+00  1.3072e-03  2.5848e+05  2.5857e+05
sporreil	 F_Ba	 2899	     17	   87.3	   1024	-2.1183	  7.6825e-01 -2.3319e+02  3.1258e+02  2.8822e+01 -1.1244e+02  2.5980e+02  2.5928e+00  1.0423e-03  2.8281e+04  2.8323e+04
sporrose	 F_Ba	 33904	     16	   76.5	    701	-2.0713	  6.7469e-01 -4.4887e+00  7.4882e+01  8.5988e+00 -5.5968e+01  1.3870e+02  2.4553e+00  2.7363e-04  3.2379e+05  3.2385e+05
stagnodo	 F_As	 19825	     16	   55.8	    602	-2.1052	  8.0971e-02 -1.1002e+02  1.3553e+02  1.8361e+01  2.9605e+01  2.0475e+01  5.3283e+00  5.0118e-01 -8.7830e+01  1.8216e+02  3.3182e+00  6.2094e-04  1.9232e+05  1.9240e+05
stagspec	 F_As	 27882	     17	   54.5	    593	-1.8029	  7.4255e-01  3.1457e+01  1.8937e+01  4.4410e+00 -2.2788e+01  1.0622e+02  2.2378e+00  3.9617e-04  2.3148e+05  2.3154e+05
stangris	 F_As	 21589	     16	   58.4	    841	-1.9218	  1.7643e-02  1.2492e+01  2.0528e+01  4.9048e+00  3.2418e+01  2.1012e+01  2.9678e+00  8.1478e-01 -3.1234e+01  1.3567e+02  1.8805e+00  3.4702e-04  1.9115e+05  1.9123e+05
stegmimo	 M_Ar	 87781	     27	 3821.4	  57755	-4.1580	  1.3879e-01  6.7681e+01  4.2138e+01  9.1227e-01 -7.2708e+02  1.8212e+03  2.2339e+00  1.5193e-01 -3.1307e+03  7.3702e+03  2.3699e+00  2.4480e-05  1.6822e+06  1.6823e+06
stegpart	 M_Fs	 220381	     30	  486.6	  36426	-3.4070	  2.2769e-01  8.7663e+00  8.1033e+01  5.9737e+00  5.1275e+01  1.3035e+02  1.5180e+00  2.1529e-01 -2.2431e+02  1.1180e+03  1.3516e+00  2.4587e-05  3.4583e+06  3.4584e+06
steicarp	 M_Ne	 106006	     16	   47.8	   4323	-2.0039	  6.7975e-01 -2.4889e+00  4.6798e+01  1.7380e+01 -3.6395e+02  4.3356e+02  1.5011e+01  7.2763e-02 -1.0361e+02  3.8631e+02  1.5958e+00  4.6916e-04  9.7620e+05  9.7630e+05
steifelt	 M_Ne	 113195	     16	   48.2	   3975	-1.9782	  6.6977e-01 -4.3419e+01  8.7896e+01  3.0000e+01  2.5534e+01  4.1563e+01  1.0175e+00  1.1959e-01 -3.5465e+01  2.5036e+02  1.4402e+00  4.6130e-04  1.0267e+06  1.0268e+06
steiglas	 M_Ne	 108811	     16	   50.8	   3386	-2.2946	  5.1567e-01  1.5541e+00  4.2120e+01  1.5126e+01 -2.6001e+00  9.0062e+01  1.6319e+00  2.1657e-01 -1.4147e+02  4.3304e+02  1.9528e+00  4.5442e-04  1.1464e+06  1.1465e+06
steimont	 M_Ne	 107141	     17	   48.8	   3508	-2.0327	  6.7117e-01 -5.1832e+01  9.6418e+01  3.0000e+01 -6.3823e+00  1.2382e+02  1.3721e+00  1.8074e-01 -3.9710e+01  2.8534e+02  1.5202e+00  3.3943e-04  9.9981e+05  9.9992e+05
steiscap	 M_Ne	 116855	     16	   48.0	   3104	-1.9519	  6.7669e-01 -2.4941e+01  6.9552e+01  2.5625e+01  1.5684e+00  9.8626e+01  1.3336e+00  2.2369e-01  7.5284e+01  2.7191e+02  1.4819e+00  5.0629e-04  1.0465e+06  1.0466e+06
sterhirs	 F_Ba	 82537	     17	   65.7	    983	-1.9403	  8.5032e-01  3.0822e+01  2.9451e+01  3.3304e+00 -1.6684e+01  1.1168e+02  1.5436e+00  1.7999e-04  7.3741e+05  7.3747e+05
stomcalc	 M_In	 57214	     28	  200.0	 214900	-3.4246	  3.9163e-01 -8.4834e+01  1.4767e+02  2.0918e+01  2.0367e+01  1.3263e+02  1.0043e+00  2.2391e-01 -1.0701e+03  6.3457e+03  1.2369e+00  3.5642e-05  9.0214e+05  9.0224e+05
strimari	 M_In	 76264	     16	   68.8	   9189	-2.3056	  6.8361e-01 -3.7225e+00  6.4641e+01  9.4045e+00 -3.6322e+01  2.6086e+02  1.1609e+00  1.1525e-04  8.0851e+05  8.0857e+05
stropapi	 M_Ne	 21918	     17	   48.9	   2605	-2.0558	  6.9901e-01 -1.0304e+02  1.4605e+02  2.6364e+01 -1.0916e+01  8.6393e+01  1.8502e+00  1.9776e-01 -1.9029e+02  5.7636e+02  1.9500e+00  3.0979e-04  2.0754e+05  2.0763e+05
stropurp	 M_Ec	 282768	     16	  793.5	  39483	-3.5268	  4.9968e-01 -6.5145e+02  1.2126e+03  5.5766e+00 -2.6061e+02  1.1685e+03  1.3046e+00  2.0466e-05  4.5945e+06  4.5946e+06
